5,Flour and prepared flour mixes,0.041,228.792,239.922,237.603,238.885,235.001,239.738,236.902,240.703,239.306,237.542,235.462,228.465,227.737,238.373,237.195,234.832,238.180,234.162,236.355,233.158,236.837,236.364,236.309,238.505,238.454,237.273,-0.5,-0.9,-3.0,-0.3,0.9,0.0,-0.5,0.000,0.68,S-Jun. 2017,-1.4,0.000,0.80,L-Oct. 2017,-0.5
5,Breakfast cereal(4),0.178,227.769,225.002,226.170,225.579,225.253,225.388,224.510,225.284,223.789,224.457,223.976,223.375,224.079,227.769,225.002,226.170,225.579,225.253,225.388,224.510,225.284,223.789,224.457,223.976,223.375,224.079,-1.6,-0.2,-0.3,0.3,-0.2,-0.3,0.3,0.001,0.63,L-Sep. 2017,0.3,-0.003,0.87,–,–
5,"Rice, pasta, cornmeal(4)",0.126,234.518,237.498,236.109,234.116,234.380,234.384,234.502,234.264,236.573,232.868,233.122,232.071,231.200,234.518,237.498,236.109,234.116,234.380,234.384,234.502,234.264,236.573,232.868,233.122,232.071,231.200,-1.4,0.1,-0.5,-0.4,0.1,-0.5,-0.4,0.000,0.71,L-Oct. 2017,0.1,-0.002,1.01,S-Oct. 2017,-1.9
6,Rice(4)(5)(6),,160.705,161.789,161.925,160.103,159.335,158.827,159.940,159.660,161.490,158.456,160.613,160.400,157.792,160.705,161.789,161.925,160.103,159.335,158.827,159.940,159.660,161.490,158.456,160.613,160.400,157.792,-1.8,1.4,-0.1,-1.6,1.4,-0.1,-1.6,,0.76,S-Sep. 2017,-1.9,,1.43,S-Jul. 2017,-2.3
5,Bakery products(4),0.694,295.821,297.767,295.878,297.205,297.043,297.588,298.046,296.767,297.819,297.281,296.082,295.071,295.417,295.821,297.767,295.878,297.205,297.043,297.588,298.046,296.767,297.819,297.281,296.082,295.071,295.417,-0.1,-0.4,-0.3,0.1,-0.4,-0.3,0.1,0.001,0.29,L-Aug. 2017,0.4,-0.001,0.35,L-Sep. 2017,0.4
6,Bread(4)(5),0.207,178.046,177.995,178.627,177.539,178.554,178.625,180.154,177.622,179.221,178.051,176.990,177.923,178.115,178.046,177.995,178.627,177.539,178.554,178.625,180.154,177.622,179.221,178.051,176.990,177.923,178.115,0.0,-0.6,0.5,0.1,-0.6,0.5,0.1,0.000,0.51,S-Oct. 2017,-0.6,0.000,0.73,L-Sep. 2017,0.2
7,White bread(4)(6),,324.400,324.131,325.544,323.226,322.719,324.270,326.555,323.239,325.016,323.135,320.480,320.267,322.428,324.400,324.131,325.544,323.226,322.719,324.270,326.555,323.239,325.016,323.135,320.480,320.267,322.428,-0.6,-0.8,-0.1,0.7,-0.8,-0.1,0.7,,0.72,L-Jun. 2017,0.7,,0.87,L-Oct. 2017,-0.4
7,Bread other than white(4)(6),,342.771,341.707,343.371,341.312,346.739,345.243,348.891,342.221,346.502,343.697,343.290,347.307,345.951,342.771,341.707,343.371,341.312,346.739,345.243,348.891,342.221,346.502,343.697,343.290,347.307,345.951,0.9,-0.1,1.2,-0.4,-0.1,1.2,-0.4,,0.78,S-Sep. 2017,-0.8,,1.12,L-Jun. 2017,0.9
6,"Fresh biscuits, rolls, muffins(5)",0.103,176.989,176.024,172.860,176.797,175.749,176.058,175.106,174.445,173.849,175.190,176.217,176.519,178.698,176.366,174.603,171.289,175.862,176.425,177.489,177.079,175.584,174.491,175.436,175.161,176.039,178.069,1.0,0.6,0.2,1.2,-0.2,0.5,1.2,0.001,0.63,L-Mar. 2017,2.7,0.001,0.84,L-Jan. 2016,1.1
6,"Cakes, cupcakes, and cookies",0.170,283.239,285.509,282.395,282.159,283.460,283.151,282.617,282.112,282.774,281.738,281.384,282.524,282.694,282.497,284.215,282.655,281.449,283.659,284.445,284.060,283.186,284.078,282.368,280.683,280.029,281.953,-0.2,-0.1,0.4,0.1,-0.6,-0.2,0.7,0.001,0.49,L-Apr. 2017,0.8,0.000,0.76,L-Oct. 2017,-0.2
7,Cookies(6),,269.367,272.735,266.285,266.699,269.502,269.561,266.862,265.523,268.792,266.150,266.770,264.751,265.101,268.647,271.470,265.706,266.056,268.680,271.081,269.133,266.503,270.360,267.170,266.089,262.447,264.393,-1.6,0.2,-0.8,0.1,-0.4,-1.4,0.7,,0.78,L-Aug. 2017,1.4,,1.34,L-Oct. 2017,-1.0
7,Fresh cakes and cupcakes(4)(6),,301.403,302.732,303.881,302.022,301.463,301.942,302.723,304.353,301.397,303.065,301.816,306.138,304.361,301.403,302.732,303.881,302.022,301.463,301.942,302.723,304.353,301.397,303.065,301.816,306.138,304.361,1.0,-0.4,1.4,-0.6,-0.4,1.4,-0.6,,0.77,S-Aug. 2017,-1.0,,1.00,–,–
6,Other bakery products,0.214,260.987,265.645,263.872,266.580,264.475,265.940,266.151,266.915,267.597,267.519,265.123,259.873,258.920,265.438,265.422,264.065,267.242,262.749,264.390,264.642,266.050,265.042,267.701,264.573,263.405,263.336,-0.8,-0.9,-2.0,-0.4,-1.2,-0.4,0.0,0.000,0.56,L-Sep. 2017,1.0,-0.002,0.67,L-Oct. 2017,0.0
7,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",,294.035,289.768,293.917,294.552,288.599,292.256,293.143,292.343,295.854,297.379,295.097,293.636,292.494,294.035,289.768,293.917,294.552,288.599,292.256,293.143,292.343,295.854,297.379,295.097,293.636,292.494,-0.5,-0.8,-0.5,-0.4,-0.8,-0.5,-0.4,,1.10,L-Sep. 2017,0.5,,1.58,S-Jul. 2017,-1.0
7,"Crackers, bread, and cracker products(6)",,298.931,306.109,303.157,307.745,304.092,305.987,309.127,307.184,307.319,306.764,304.248,292.110,293.667,305.020,306.707,302.984,309.768,301.720,302.676,307.103,305.832,302.420,306.375,303.371,298.678,299.648,-1.8,-0.8,-4.0,0.5,-1.0,-1.5,0.3,,0.95,L-Sep. 2017,1.3,,1.19,L-Oct. 2017,-0.5
7,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",,263.174,269.747,265.572,268.205,268.690,269.638,269.047,272.374,271.147,270.141,267.902,264.915,263.187,267.961,268.568,264.960,267.086,266.621,268.273,268.528,271.237,270.126,270.769,267.439,268.924,267.973,0.0,-0.8,-1.1,-0.7,-1.2,0.6,-0.4,,0.96,S-Oct. 2017,-1.2,,1.12,L-Sep. 2017,1.8
3,"Meats, poultry, fish, and eggs",1.741,241.612,242.596,243.057,244.306,243.330,243.815,245.756,247.761,247.985,247.613,248.413,247.027,248.420,242.051,243.714,244.178,245.022,243.663,244.405,245.750,247.359,246.928,245.977,247.366,246.678,248.821,2.8,0.3,-0.6,0.6,0.6,-0.3,0.9,0.015,0.24,L-Jun. 2015,1.4,0.049,0.33,L-Jul. 2015,3.1
4,"Meats, poultry, and fish",1.640,244.706,244.345,245.648,247.554,246.466,247.669,249.912,252.038,252.043,251.234,251.294,249.922,250.292,245.995,245.779,247.014,248.199,246.496,247.585,249.313,251.344,250.866,249.831,250.353,249.909,251.636,2.3,0.0,-0.5,0.1,0.2,-0.2,0.7,0.011,0.24,L-Jul. 2017,0.8,0.037,0.32,L-Apr. 2015,4.0
5,Meats,1.040,246.064,244.995,246.580,249.389,248.077,248.510,251.822,255.333,255.290,254.301,254.241,252.203,251.835,247.674,247.319,248.047,249.806,248.554,248.749,251.166,254.458,253.512,252.578,252.485,252.210,253.526,2.3,0.0,-0.8,-0.1,0.0,-0.1,0.5,0.005,0.28,L-Jul. 2017,1.3,0.024,0.36,L-Jul. 2015,3.1
6,Beef and veal,0.464,290.748,289.966,291.384,293.076,294.466,295.196,303.852,307.084,304.918,301.588,298.647,299.546,301.064,293.276,294.083,293.642,293.138,293.316,292.641,301.157,304.798,303.609,301.404,298.925,300.227,303.682,3.5,-1.0,0.3,0.5,-0.8,0.4,1.2,0.005,0.43,L-Jul. 2017,1.2,0.016,0.46,L-Aug. 2015,5.0
7,Uncooked ground beef(4),0.192,258.438,259.370,257.226,260.161,260.834,261.397,268.889,273.687,273.406,273.077,269.807,270.559,271.142,258.438,259.370,257.226,260.161,260.834,261.397,268.889,273.687,273.406,273.077,269.807,270.559,271.142,4.9,-1.2,0.3,0.2,-1.2,0.3,0.2,0.000,0.56,S-Oct. 2017,-1.2,0.009,0.64,L-Aug. 2015,5.1
7,Uncooked beef roasts(4)(5),0.062,213.412,211.022,214.434,220.233,220.266,223.396,231.152,229.692,224.824,223.994,218.920,219.191,219.989,213.412,211.022,214.434,220.233,220.266,223.396,231.152,229.692,224.824,223.994,218.920,219.191,219.989,3.1,-2.3,0.1,0.4,-2.3,0.1,0.4,0.000,1.03,L-Jun. 2017,3.5,0.002,1.06,L-Jul. 2015,9.7
7,Uncooked beef steaks(5),0.163,196.873,195.757,199.057,198.766,200.534,199.562,205.093,207.117,204.631,200.310,200.004,200.110,202.185,201.311,201.011,202.571,199.490,198.597,197.274,201.684,204.959,201.927,197.558,199.384,202.054,206.744,2.7,-0.2,0.1,1.0,0.9,1.3,2.3,0.004,0.82,L-Aug. 2014,4.8,0.004,0.88,L-Sep. 2015,3.6
7,Uncooked other beef and veal(4)(5),0.047,230.374,228.963,229.261,225.003,226.118,229.287,236.229,238.069,239.288,233.506,230.758,234.199,234.312,230.374,228.963,229.261,225.003,226.118,229.287,236.229,238.069,239.288,233.506,230.758,234.199,234.312,1.7,-1.2,1.5,0.0,-1.2,1.5,0.0,0.000,0.89,S-Oct. 2017,-1.2,0.001,1.35,S-Oct. 2017,1.4
6,Pork,0.326,202.587,202.929,206.227,210.381,208.028,208.626,210.527,213.628,216.559,217.429,217.396,212.177,208.931,206.188,205.839,208.935,212.029,210.629,210.113,209.998,211.316,211.926,212.857,213.504,212.782,212.644,3.1,0.0,-2.4,-1.5,0.3,-0.3,-0.1,0.000,0.50,L-Oct. 2017,0.3,0.010,0.76,–,–
7,"Bacon, breakfast sausage, and related products(5)",0.139,148.905,153.462,154.876,158.774,159.024,157.949,158.705,161.207,165.612,168.022,165.546,159.315,157.683,151.104,153.771,156.069,160.396,160.794,158.223,158.867,160.407,163.234,164.601,162.846,160.687,160.011,5.9,-1.5,-3.8,-1.0,-1.1,-1.3,-0.4,-0.001,0.71,L-Sep. 2017,0.8,0.008,1.08,S-Jul. 2017,3.1
8,Bacon and related products(6),,275.491,280.692,286.254,300.654,301.450,296.531,296.920,302.663,319.141,324.706,316.727,300.712,297.296,277.151,281.573,290.337,304.285,305.151,299.070,300.101,303.891,315.444,315.481,308.858,299.517,299.088,7.9,-2.5,-5.1,-1.1,-2.1,-3.0,-0.1,,1.07,L-Sep. 2017,0.0,,1.42,S-Jul. 2017,6.3
8,Breakfast sausage and related products(5)(6),,136.036,141.947,142.561,141.223,141.194,141.409,142.845,144.483,143.545,145.138,145.535,141.938,141.075,139.764,142.085,142.586,141.903,141.355,139.948,140.987,142.689,142.054,144.518,145.002,145.021,144.940,3.7,0.3,-2.5,-0.6,0.3,0.0,-0.1,,1.07,S-Aug. 2017,-0.4,,1.23,L-Jan. 2015,6.2
7,Ham,0.059,191.459,191.646,192.939,204.289,194.338,193.645,202.870,210.671,209.868,207.655,213.643,202.804,196.570,196.584,196.630,197.354,204.860,201.459,197.490,202.213,208.501,203.886,199.356,205.733,200.989,201.832,2.7,2.9,-5.1,-3.1,3.2,-2.3,0.4,0.000,1.03,L-Oct. 2017,3.2,0.002,1.78,L-Oct. 2017,3.5
8,"Ham, excluding canned(6)",,212.135,211.895,213.750,227.909,215.563,214.979,226.072,235.839,234.419,231.975,238.447,226.458,219.464,218.049,218.363,219.253,228.985,225.268,220.134,225.481,232.944,226.551,221.263,228.365,223.781,225.582,3.5,2.8,-5.0,-3.1,3.2,-2.0,0.8,,1.14,L-Oct. 2017,3.2,,1.83,L-Oct. 2017,3.6
7,Pork chops(4),0.053,181.695,177.097,182.170,183.655,180.404,185.612,183.292,182.725,186.454,185.582,186.171,187.552,183.583,181.695,177.097,182.170,183.655,180.404,185.612,183.292,182.725,186.454,185.582,186.171,187.552,183.583,1.0,0.3,0.7,-2.1,0.3,0.7,-2.1,-0.001,1.31,S-Jan. 2017,-2.5,0.001,1.93,S-Oct. 2017,-0.8
7,Other pork including roasts and picnics(5),0.075,126.956,123.157,126.619,125.376,125.299,126.321,126.733,127.544,127.257,127.449,127.823,128.140,127.045,128.656,125.434,128.688,128.388,126.095,126.841,126.160,125.675,124.129,125.085,126.037,127.490,128.746,0.1,0.3,0.2,-0.9,0.8,1.2,1.0,0.001,1.04,S-Oct. 2017,0.8,0.000,1.60,–,–
6,Other meats,0.250,227.683,224.334,223.678,226.000,222.445,222.208,219.798,224.031,222.844,222.613,226.539,224.936,225.943,225.154,223.193,222.227,225.185,222.223,224.600,221.852,227.173,224.474,222.798,225.014,223.175,223.434,-0.8,1.8,-0.7,0.4,1.0,-0.8,0.1,0.000,0.52,L-Oct. 2017,1.0,-0.002,0.74,S-Jun. 2017,-1.4
7,Frankfurters(6),,231.580,233.086,225.119,233.794,224.031,217.451,210.217,218.991,222.297,228.744,239.385,235.249,236.160,223.389,229.199,221.071,232.108,221.398,221.586,214.921,228.544,229.855,230.280,236.614,230.638,227.806,2.0,4.7,-1.7,0.4,2.8,-2.5,-1.2,,1.86,L-Oct. 2017,2.8,,2.77,S-Jun. 2017,-2.0
7,Lunchmeats(5)(6),,147.366,144.236,145.150,145.597,144.802,145.453,144.096,146.592,145.140,143.402,144.982,144.623,144.508,146.054,143.857,144.706,145.698,145.378,146.561,144.851,147.757,145.223,143.291,144.158,143.951,143.220,-1.9,1.1,-0.2,-0.1,0.6,-0.1,-0.5,,0.61,S-Sep. 2017,-1.3,,0.69,S-Sep. 2017,-2.1
7,Lamb and organ meats(4)(6),,324.221,327.849,316.737,318.205,306.920,321.207,324.492,326.165,323.055,,,,,324.221,327.849,316.737,318.205,306.920,321.207,324.492,326.165,323.055,,,,,,,,,,,,,,,,,,,
7,Lamb and mutton(4)(5)(6),,167.956,169.170,162.312,164.377,159.219,,,,,,,,,167.956,169.170,162.312,164.377,159.219,,,,,,,,,,,,,,,,,,,,,,,
6,Poultry(4),0.337,228.209,228.707,228.979,231.309,230.537,231.895,231.781,231.926,232.404,231.866,232.254,230.366,233.965,228.209,228.707,228.979,231.309,230.537,231.895,231.781,231.926,232.404,231.866,232.254,230.366,233.965,2.5,0.2,-0.8,1.6,0.2,-0.8,1.6,0.005,0.60,L-Jan. 2008,2.0,0.009,0.68,L-Apr. 2015,3.1
7,Chicken(4)(5),0.276,146.355,146.008,146.181,147.827,147.576,148.430,148.770,149.287,149.715,149.223,149.382,149.111,151.159,146.355,146.008,146.181,147.827,147.576,148.430,148.770,149.287,149.715,149.223,149.382,149.111,151.159,3.3,0.1,-0.2,1.4,0.1,-0.2,1.4,0.004,0.68,L-Jun. 2015,1.7,0.009,0.78,L-Apr. 2015,3.5
8,Fresh whole chicken(4)(6),,249.173,241.115,243.119,245.316,240.551,245.085,246.893,246.386,245.134,244.825,246.496,244.586,248.658,249.173,241.115,243.119,245.316,240.551,245.085,246.893,246.386,245.134,244.825,246.496,244.586,248.658,-0.2,0.7,-0.8,1.7,0.7,-0.8,1.7,,1.68,L-May 2017,1.9,,1.86,L-Aug. 2017,0.3
8,Fresh and frozen chicken parts(4)(6),,215.227,218.308,216.687,218.970,220.066,220.501,220.505,221.486,222.900,222.132,222.366,222.599,225.225,215.227,218.308,216.687,218.970,220.066,220.501,220.505,221.486,222.900,222.132,222.366,222.599,225.225,4.6,0.1,0.1,1.2,0.1,0.1,1.2,,0.90,L-Jan. 2017,1.4,,1.15,L-Oct. 2013,5.5
7,Other poultry including turkey(5),0.061,150.932,154.234,154.421,155.288,153.688,154.658,152.744,150.945,150.718,151.018,151.677,146.236,149.778,154.831,155.555,154.195,154.623,153.464,153.901,151.026,149.486,149.793,149.417,150.506,149.818,153.647,-0.8,0.4,-3.6,2.4,0.7,-0.5,2.6,0.002,0.83,L-Jan. 2011,3.0,0.000,1.46,L-May 2017,-0.7
6,Fish and seafood,0.263,284.052,285.501,287.281,284.543,283.879,288.430,289.780,288.966,288.424,287.940,288.016,290.402,288.952,286.056,285.305,290.497,287.315,281.925,286.735,288.433,287.921,288.000,285.620,289.198,290.280,290.989,1.7,0.0,0.8,-0.5,1.3,0.4,0.2,0.001,0.55,S-Sep. 2017,-0.8,0.005,0.93,L-Mar. 2017,1.7
7,Fresh fish and seafood(5),0.142,174.976,178.271,178.073,177.881,176.624,177.507,179.135,178.004,178.038,176.654,175.619,178.088,176.965,177.591,178.337,180.284,177.933,174.973,176.493,178.437,177.680,178.029,174.492,176.005,178.735,179.611,1.1,-0.6,1.4,-0.6,0.9,1.6,0.5,0.001,0.84,S-Sep. 2017,-2.0,0.002,1.61,L-Aug. 2017,1.1
7,Processed fish and seafood(5),0.121,143.100,141.498,143.651,140.821,141.309,145.467,145.374,145.575,144.945,145.754,146.842,147.076,146.568,143.070,141.617,145.533,143.593,140.648,144.661,144.637,144.265,144.139,145.257,147.606,146.401,146.538,2.4,0.7,0.2,-0.3,1.6,-0.8,0.1,0.000,0.62,L-Oct. 2017,1.6,0.003,1.08,S-Sep. 2017,1.6
8,Shelf stable fish and seafood(4)(6),,201.114,198.684,197.747,193.701,194.342,201.604,202.326,202.596,201.304,202.975,203.723,205.777,206.535,201.114,198.684,197.747,193.701,194.342,201.604,202.326,202.596,201.304,202.975,203.723,205.777,206.535,2.7,0.4,1.0,0.4,0.4,1.0,0.4,,0.87,S-Oct. 2017,0.4,,1.12,L-Nov. 2014,2.7
8,Frozen fish and seafood(6),,299.135,298.695,306.706,299.718,301.313,307.630,304.566,307.668,305.243,306.288,308.655,307.385,302.914,300.624,298.719,312.026,307.387,300.696,304.117,301.610,302.802,301.991,304.292,311.953,307.059,304.421,1.3,0.8,-0.4,-1.5,2.5,-1.6,-0.9,,0.88,L-Oct. 2017,2.5,,1.13,S-Aug. 2017,1.2
5,Eggs,0.101,201.569,220.813,209.845,202.193,202.723,193.459,191.313,191.698,194.898,200.450,211.314,209.723,225.020,190.462,217.655,207.661,203.866,207.177,203.218,199.359,195.250,195.451,195.643,208.811,204.799,212.622,11.6,5.4,-0.8,7.3,6.7,-1.9,3.8,0.004,0.94,L-Oct. 2017,6.7,0.012,1.54,L-Dec. 2015,14.8
3,Dairy and related products,0.797,217.929,219.804,220.552,218.567,217.827,217.015,215.192,216.434,216.537,216.564,217.170,216.878,216.916,216.285,218.003,219.768,218.526,218.016,218.624,217.640,218.376,217.437,216.193,215.504,216.085,215.280,-0.5,0.3,-0.1,0.0,-0.3,0.3,-0.4,-0.003,0.26,S-Sep. 2017,-0.6,-0.004,0.39,S-Oct. 2017,-0.5
4,Milk(4)(5),0.223,143.403,142.639,142.193,141.301,139.406,139.684,138.610,138.775,138.336,138.117,138.491,139.000,139.575,143.403,142.639,142.193,141.301,139.406,139.684,138.610,138.775,138.336,138.117,138.491,139.000,139.575,-2.7,0.3,0.4,0.4,0.3,0.4,0.4,0.001,0.35,–,–,-0.006,0.59,S-Oct. 2017,-3.2
5,Fresh whole milk(6),,206.917,206.977,205.774,204.630,201.315,201.322,198.545,200.185,197.898,198.817,196.907,199.611,199.705,203.049,203.560,205.616,205.266,203.291,204.193,201.949,202.596,199.468,197.660,195.249,197.032,195.972,-3.5,-1.0,1.4,0.0,-1.2,0.9,-0.5,,0.48,S-Oct. 2017,-1.2,,1.11,S-Oct. 2017,-4.7
5,Fresh milk other than whole(5)(6),,146.549,145.138,144.950,144.336,142.248,142.658,141.943,141.908,142.130,141.500,142.796,142.934,143.639,143.803,143.952,144.504,144.587,143.845,144.230,144.131,143.120,142.658,140.375,141.643,142.103,140.948,-2.0,0.9,0.1,0.5,0.9,0.3,-0.8,,0.57,S-Sep. 2017,-1.6,,0.80,S-Oct. 2017,-2.3
4,Cheese and related products,0.260,224.305,228.153,230.230,227.839,228.190,227.026,226.464,227.817,229.206,228.232,230.499,229.729,228.526,224.272,227.757,230.085,227.959,228.436,227.251,228.433,228.592,229.433,227.765,229.077,228.582,228.492,1.9,1.0,-0.3,-0.5,0.6,-0.2,0.0,0.000,0.47,L-Oct. 2017,0.6,0.005,0.61,L-Mar. 2015,3.0
4,Ice cream and related products,0.114,223.549,224.731,226.873,223.280,221.502,218.938,214.396,214.672,216.519,218.343,218.865,219.206,221.363,220.903,219.739,222.146,220.567,218.403,222.355,218.585,221.952,221.345,218.919,217.696,218.353,218.743,-1.0,0.2,0.2,1.0,-0.6,0.3,0.2,0.000,0.76,S-Oct. 2017,-0.6,-0.001,1.13,S-Jun. 2017,-1.0
4,Other dairy and related products(4)(5),0.201,146.157,148.443,148.447,147.506,148.116,147.550,146.108,148.017,146.965,147.406,146.527,145.660,145.268,146.157,148.443,148.447,147.506,148.116,147.550,146.108,148.017,146.965,147.406,146.527,145.660,145.268,-0.6,-0.6,-0.6,-0.3,-0.6,-0.6,-0.3,-0.001,0.58,L-Sep. 2017,0.3,-0.001,0.86,S-Nov. 2016,-1.6
3,Fruits and vegetables,1.331,291.957,291.679,292.222,292.932,298.164,298.470,294.788,294.935,295.009,297.047,299.700,296.791,296.476,291.378,286.560,288.706,293.277,299.647,297.815,297.492,298.871,298.240,297.786,297.924,296.459,295.819,1.5,0.9,-1.0,-0.1,0.0,-0.5,-0.2,-0.003,0.28,L-Oct. 2017,0.0,0.021,0.44,L-Apr. 2016,2.1
4,Fresh fruits and vegetables,1.053,336.988,335.844,336.477,337.470,345.636,345.615,340.080,340.684,340.816,344.364,348.980,346.273,346.213,334.471,328.508,331.829,337.568,347.402,345.431,344.892,347.562,346.229,345.834,346.179,343.973,343.625,2.7,1.3,-0.8,0.0,0.1,-0.6,-0.1,-0.001,0.33,L-Oct. 2017,0.1,0.029,0.54,L-Mar. 2016,3.8
5,Fresh fruits,0.573,356.987,354.863,353.250,356.930,362.473,363.803,356.984,358.950,359.055,366.362,371.532,368.586,364.445,354.586,351.764,351.681,360.139,364.039,358.759,362.696,367.223,363.619,365.368,364.948,364.712,361.994,2.1,1.4,-0.8,-1.1,-0.1,-0.1,-0.7,-0.004,0.48,S-Aug. 2017,-1.0,0.012,0.82,L-Jul. 2017,2.3
6,Apples,0.083,337.515,330.947,332.585,335.680,335.668,343.596,350.374,360.305,371.283,365.599,342.805,336.546,328.631,352.838,338.822,335.321,341.224,340.749,341.397,335.556,341.751,348.286,358.441,358.384,352.530,343.552,-2.6,-6.2,-1.8,-2.4,0.0,-1.6,-2.5,-0.002,0.97,S-Jan. 2017,-4.0,-0.002,1.70,S-Jun. 2017,-4.9
6,Bananas(4),0.082,198.865,198.357,198.605,197.635,197.638,196.982,198.125,195.758,195.153,188.475,189.561,191.184,194.545,198.865,198.357,198.605,197.635,197.638,196.982,198.125,195.758,195.153,188.475,189.561,191.184,194.545,-2.2,0.6,0.9,1.8,0.6,0.9,1.8,0.001,0.70,L-Sep. 2016,1.9,-0.002,1.03,L-Aug. 2017,-0.9
6,Citrus fruits(5),0.164,227.649,231.109,231.147,230.793,235.296,241.963,257.142,265.484,265.994,269.616,278.935,262.887,246.779,242.794,250.609,250.985,246.032,244.058,241.297,252.692,252.796,246.910,248.041,255.418,265.377,263.197,8.4,3.5,-5.8,-6.1,3.0,3.9,-0.8,-0.001,0.95,S-Aug. 2017,-2.3,0.012,1.54,S-Oct. 2017,6.0
7,"Oranges, including tangerines(6)",,456.098,467.489,464.961,461.664,466.869,482.903,534.705,560.738,559.970,566.077,599.199,547.906,496.557,490.835,510.861,506.814,498.514,502.058,499.579,531.252,528.784,501.091,509.434,534.689,548.592,534.375,8.9,5.9,-8.6,-9.4,5.0,2.6,-2.6,,1.35,S-Aug. 2017,-5.2,,1.85,S-Sep. 2017,3.8
6,Other fresh fruits(5),0.245,123.948,122.115,120.579,123.408,126.345,124.452,113.235,111.437,110.131,116.877,120.592,123.751,125.821,116.479,113.730,113.557,120.842,123.515,121.179,121.044,124.187,121.811,123.584,119.888,118.699,118.238,1.5,3.2,2.6,1.7,-3.0,-1.0,-0.4,-0.001,0.86,L-Sep. 2017,1.5,0.004,1.38,L-Sep. 2017,3.2
