5,Breakfast cereal(4),0.196,227.894,229.455,226.384,227.918,228.384,228.089,229.896,230.331,228.627,225.884,229.248,230.914,230.769,227.894,229.455,226.384,227.918,228.384,228.089,229.896,230.331,228.627,225.884,229.248,230.914,230.769,1.3,1.5,0.7,-0.1,1.5,0.7,-0.1,0.000,0.71,S-Sep. 2014,-1.2,0.002,0.85,L-Jan. 2014,1.9
5,"Rice, pasta, cornmeal(4)",0.127,237.153,238.751,236.542,240.126,237.302,240.675,237.820,240.684,241.079,238.852,238.766,234.823,232.171,237.153,238.751,236.542,240.126,237.302,240.675,237.820,240.684,241.079,238.852,238.766,234.823,232.171,-2.1,0.0,-1.7,-1.1,0.0,-1.7,-1.1,-0.001,0.70,L-Oct. 2014,0.0,-0.003,0.97,L-Oct. 2014,-1.6
6,Rice(4)(5)(6),,171.260,170.664,170.014,172.086,171.444,173.898,172.188,173.770,169.858,169.423,170.054,168.222,166.519,171.260,170.664,170.014,172.086,171.444,173.898,172.188,173.770,169.858,169.423,170.054,168.222,166.519,-2.8,0.4,-1.1,-1.0,0.4,-1.1,-1.0,,0.57,L-Oct. 2014,0.4,,1.33,S-Mar. 2010,-5.1
5,Bakery products,0.760,290.740,292.134,292.529,291.416,292.744,292.580,291.592,292.731,293.335,292.756,292.971,292.206,293.386,291.829,291.603,291.855,291.320,292.788,292.072,291.554,293.047,293.608,292.791,292.241,293.027,294.484,0.9,0.1,-0.3,0.4,-0.2,0.3,0.5,0.004,0.39,L-Jul. 2014,0.5,0.007,0.50,L-Feb. 2014,1.1
6,Bread(5),0.225,176.485,176.015,176.254,174.755,177.869,175.668,175.405,176.785,177.127,177.087,175.604,175.975,178.530,176.722,176.640,176.380,174.845,177.153,174.991,174.984,175.875,177.749,177.766,175.369,176.572,178.769,1.2,-0.8,0.2,1.5,-1.3,0.7,1.2,0.003,0.59,L-Apr. 2014,1.3,0.003,1.01,L-Oct. 2014,1.3
7,White bread(4)(6),,319.586,322.423,322.049,316.683,323.643,318.198,316.167,318.422,319.791,319.675,318.494,317.960,322.479,319.586,322.423,322.049,316.683,323.643,318.198,316.167,318.422,319.791,319.675,318.494,317.960,322.479,0.9,-0.4,-0.2,1.4,-0.4,-0.2,1.4,,0.85,L-Apr. 2014,2.2,,1.53,L-Feb. 2014,1.1
7,Bread other than white(4)(6),,342.906,337.979,339.609,339.921,344.222,341.322,341.483,343.924,343.342,343.826,339.463,339.996,345.531,342.906,337.979,339.609,339.921,344.222,341.322,341.483,343.924,343.342,343.826,339.463,339.996,345.531,0.8,-1.3,0.2,1.6,-1.3,0.2,1.6,,0.86,L-Nov. 2013,2.3,,1.52,L-Oct. 2014,2.0
6,"Fresh biscuits, rolls, muffins(4)(5)",0.115,171.088,171.114,173.913,172.657,170.314,170.547,168.671,170.593,171.660,172.056,173.963,173.970,174.411,170.561,170.557,173.179,172.097,170.493,171.108,170.136,171.328,172.471,172.128,172.881,173.609,173.873,1.9,1.1,0.0,0.3,0.4,0.4,0.2,0.000,0.76,S-Sep. 2014,-0.2,0.002,1.14,L-Feb. 2014,2.4
6,"Cakes, cupcakes, and cookies",0.189,273.812,272.550,272.636,273.236,272.416,273.259,272.874,272.876,272.806,272.888,274.436,276.905,275.390,271.747,272.286,273.207,273.395,272.345,275.405,274.325,273.620,274.745,274.006,273.079,272.635,273.313,0.6,0.6,0.9,-0.5,-0.3,-0.2,0.2,0.000,0.70,L-Aug. 2014,0.4,0.001,1.10,L-Aug. 2014,1.3
7,Cookies(4)(6),,267.829,265.111,265.334,265.807,264.364,263.658,262.277,263.878,265.588,263.123,265.166,269.972,267.330,264.476,263.643,265.490,266.586,263.143,265.589,264.793,264.773,269.425,265.299,264.404,264.790,263.982,-0.2,0.8,1.8,-1.0,-0.3,0.1,-0.3,,1.12,S-Oct. 2014,-0.3,,1.44,S-Oct. 2014,-0.3
7,Fresh cakes and cupcakes(4)(6),,280.855,281.612,282.316,282.070,282.427,285.677,285.419,283.827,282.638,284.845,286.681,284.814,285.085,280.855,281.612,282.316,282.070,282.427,285.677,285.419,283.827,282.638,284.845,286.681,284.814,285.085,1.5,0.6,-0.7,0.1,0.6,-0.7,0.1,,0.75,L-Oct. 2014,0.6,,1.44,L-Jun. 2014,1.8
6,Other bakery products,0.231,259.926,265.642,264.302,263.676,265.456,267.329,266.506,266.419,266.955,264.956,265.115,260.431,261.042,265.125,266.238,263.013,263.428,265.541,264.821,264.987,265.802,263.961,263.041,264.995,265.703,266.264,0.4,0.1,-1.8,0.2,0.7,0.3,0.2,0.000,0.76,S-Sep. 2014,-0.3,0.001,1.22,S-Oct. 2014,0.4
7,"Fresh sweetrolls, coffeecakes, doughnuts(4)(6)",,290.058,295.183,290.048,289.958,292.387,289.708,290.014,287.194,293.293,287.961,288.057,286.530,291.793,290.058,295.183,290.048,289.958,292.387,289.708,290.014,287.194,293.293,287.961,288.057,286.530,291.793,0.6,0.0,-0.5,1.8,0.0,-0.5,1.8,,0.97,L-Aug. 2014,2.1,,2.33,L-Feb. 2014,1.2
7,"Crackers, bread, and cracker products(6)",,297.476,306.159,307.266,300.421,304.508,311.539,308.773,306.908,310.318,306.684,307.649,299.593,300.566,304.649,307.543,306.121,300.478,302.716,308.170,308.019,304.817,306.553,304.027,306.521,307.388,307.812,1.0,0.3,-2.6,0.3,0.8,0.3,0.1,,1.51,S-Sep. 2014,-0.8,,1.95,S-Aug. 2014,0.5
7,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",,265.957,269.355,270.129,274.052,271.304,273.290,270.875,276.099,271.045,271.437,268.502,265.697,264.660,271.594,268.407,268.913,272.707,269.565,270.590,269.010,274.668,269.046,271.293,269.153,272.859,270.270,-0.5,-1.1,-1.0,-0.4,-0.8,1.4,-0.9,,0.91,S-Aug. 2014,-2.0,,1.33,S-Oct. 2014,-0.8
3,"Meats, poultry, fish, and eggs",1.998,239.102,240.158,242.386,245.301,249.290,251.825,252.865,253.767,258.416,260.805,259.840,260.457,261.055,239.151,240.006,242.910,245.754,249.362,252.832,253.318,254.174,258.068,259.787,258.630,260.247,261.002,9.2,-0.4,0.2,0.2,-0.4,0.6,0.3,0.006,0.24,S-Oct. 2014,-0.4,0.171,0.36,L-Sep. 2014,9.4
4,"Meats, poultry, and fish",1.874,239.028,240.339,242.609,245.377,249.565,252.667,253.827,254.778,259.617,262.144,261.212,261.406,260.725,239.684,240.925,243.679,246.015,249.752,253.001,253.539,254.297,258.823,261.145,259.971,261.526,261.410,9.1,-0.4,0.1,-0.3,-0.4,0.6,0.0,-0.001,0.25,S-Oct. 2014,-0.4,0.158,0.38,S-Oct. 2014,8.5
5,Meats,1.223,236.919,237.374,241.414,245.388,251.915,254.666,255.849,257.017,264.322,267.709,267.674,267.256,267.048,237.521,238.123,242.089,245.432,252.556,255.260,256.091,256.909,263.328,266.600,266.200,267.126,267.689,12.7,0.0,-0.2,-0.1,-0.2,0.3,0.2,0.003,0.31,S-Oct. 2014,-0.2,0.140,0.44,S-Oct. 2014,12.5
6,Beef and veal(4),0.575,271.159,270.800,281.637,287.057,295.581,295.793,296.100,297.388,309.930,316.044,317.068,319.510,321.776,271.159,270.800,281.637,287.057,295.581,295.793,296.100,297.388,309.930,316.044,317.068,319.510,321.776,18.7,0.3,0.8,0.7,0.3,0.8,0.7,0.004,0.44,S-Oct. 2014,0.3,0.092,0.58,L-Jan. 2004,20.4
7,Uncooked ground beef(4),0.236,249.188,248.864,258.323,264.043,271.026,271.309,271.726,270.724,279.812,289.685,292.588,296.616,297.063,249.188,248.864,258.323,264.043,271.026,271.309,271.726,270.724,279.812,289.685,292.588,296.616,297.063,19.2,1.0,1.4,0.2,1.0,1.4,0.2,0.000,0.62,S-Jul. 2014,-0.4,0.039,0.78,L-Dec. 2003,19.5
7,Uncooked beef roasts(4)(5),0.083,200.336,196.519,212.668,212.461,219.367,219.814,218.323,221.891,235.275,234.681,233.684,238.252,241.682,200.336,196.519,212.668,212.461,219.367,219.814,218.323,221.891,235.275,234.681,233.684,238.252,241.682,20.6,-0.4,2.0,1.4,-0.4,2.0,1.4,0.001,1.04,S-Oct. 2014,-0.4,0.015,1.32,L-Dec. 2003,23.5
7,Uncooked beef steaks(4)(5),0.204,181.030,181.533,186.820,191.713,198.051,197.386,198.113,199.104,208.373,210.362,209.849,208.035,209.999,181.030,181.533,186.820,191.713,198.051,197.386,198.113,199.104,208.373,210.362,209.849,208.035,209.999,16.0,-0.2,-0.9,0.9,-0.2,-0.9,0.9,0.002,0.83,L-Sep. 2014,1.0,0.029,1.03,L-Sep. 2014,16.8
7,Uncooked other beef and veal(4)(5),0.052,194.112,196.146,201.509,203.698,209.031,212.002,212.123,216.232,223.538,229.916,231.640,237.900,240.653,194.112,196.146,201.509,203.698,209.031,212.002,212.123,216.232,223.538,229.916,231.640,237.900,240.653,24.0,0.7,2.7,1.2,0.7,2.7,1.2,0.001,0.70,S-Oct. 2014,0.7,0.010,1.34,L-EVER,–
6,Pork,0.376,210.393,211.646,212.331,216.368,223.285,230.398,231.632,233.289,238.298,238.473,236.610,231.631,227.644,213.227,213.935,214.419,216.847,225.770,231.107,231.384,231.493,235.235,234.731,233.040,232.233,230.710,8.2,-0.8,-2.1,-1.7,-0.7,-0.3,-0.7,-0.002,0.50,S-Oct. 2014,-0.7,0.028,0.76,S-Mar. 2014,5.3
7,"Bacon, breakfast sausage, and related products(5)",0.141,156.954,159.070,159.238,159.060,163.372,170.820,170.632,169.580,170.555,169.730,166.548,162.126,160.793,159.507,160.327,159.865,159.837,164.627,170.598,170.288,168.693,168.689,166.795,164.440,163.693,163.409,2.4,-1.9,-2.7,-0.8,-1.4,-0.5,-0.2,0.000,0.72,L-Aug. 2014,0.0,0.003,0.95,S-May 2013,1.3
8,Bacon and related products(6),,291.393,289.675,287.435,286.774,298.891,314.188,311.246,306.072,309.122,310.328,300.653,293.284,288.576,294.671,291.034,289.391,288.769,302.975,318.571,311.914,305.443,304.500,303.090,295.540,292.962,291.821,-1.0,-3.1,-2.5,-1.6,-2.5,-0.9,-0.4,,0.81,L-Aug. 2014,-0.3,,1.63,S-Feb. 2013,-1.7
8,Breakfast sausage and related products(5)(6),,141.866,146.703,148.697,148.799,149.687,155.485,156.951,157.565,156.392,154.930,155.390,152.431,152.226,145.109,147.828,148.627,148.703,149.119,153.871,155.539,156.449,155.763,154.170,154.250,155.113,155.706,7.3,0.3,-1.9,-0.1,0.1,0.6,0.4,,1.04,S-Oct. 2014,0.1,,1.41,S-Nov. 2013,1.3
7,Ham,0.080,198.996,200.784,204.716,210.867,204.898,211.130,216.353,224.094,233.452,238.459,239.559,234.507,225.163,205.268,205.823,210.019,210.461,210.746,213.284,213.809,221.384,227.155,230.248,232.094,235.088,232.259,13.1,0.5,-2.1,-4.0,0.8,1.3,-1.2,-0.001,1.16,S-May 2012,-1.5,0.009,1.88,S-Oct. 2014,12.6
8,"Ham, excluding canned(6)",,222.560,224.742,229.657,237.834,229.318,236.778,244.339,254.283,266.862,274.168,274.316,267.657,254.600,230.110,231.197,236.499,236.957,236.013,239.419,242.027,250.639,259.738,263.842,264.722,267.869,263.237,14.4,0.1,-2.4,-4.9,0.3,1.2,-1.7,,1.09,S-Sep. 2009,-3.2,,1.79,S-Oct. 2014,13.9
7,Pork chops,0.064,190.611,190.000,186.715,195.601,206.589,211.135,207.114,206.189,214.863,212.681,213.876,210.408,209.774,191.919,191.458,185.685,196.134,208.787,210.994,207.727,205.681,212.651,209.484,213.627,211.308,211.212,10.1,0.6,-1.6,-0.3,2.0,-1.1,0.0,0.000,1.18,L-Oct. 2014,2.0,0.006,1.36,S-Mar. 2014,4.1
7,Other pork including roasts and picnics(5),0.091,127.792,127.418,128.413,131.485,141.491,144.011,146.595,148.585,150.915,150.829,149.215,146.861,143.761,128.452,127.691,129.040,132.667,141.370,143.758,147.365,146.945,149.898,150.570,148.797,146.397,144.504,12.5,-1.1,-1.6,-2.1,-1.2,-1.6,-1.3,-0.001,1.07,L-Oct. 2014,-1.2,0.010,1.65,S-Mar. 2014,7.2
6,Other meats,0.272,212.066,212.639,210.878,212.448,215.198,215.744,218.122,218.405,220.680,224.189,225.043,226.521,227.727,210.480,212.402,210.627,211.967,214.281,217.046,219.379,220.420,221.036,225.022,224.252,225.215,226.022,7.4,0.4,0.7,0.5,-0.3,0.4,0.4,0.001,0.54,–,–,0.019,0.98,L-Aug. 2011,7.7
7,Frankfurters(6),,207.167,209.436,206.934,208.573,216.368,213.594,217.764,213.072,209.572,219.917,217.822,224.144,232.177,204.648,206.280,205.823,205.632,214.868,217.835,221.235,219.005,212.126,220.506,216.786,220.356,229.354,12.1,-1.0,2.9,3.6,-1.7,1.6,4.1,,1.56,L-Apr. 2014,4.5,,2.37,L-Nov. 1990,13.4
7,Lunchmeats(4)(5)(6),,138.267,138.149,136.959,137.210,139.354,140.080,141.289,141.939,144.130,145.263,146.032,146.277,146.350,138.267,138.149,136.959,137.210,139.354,140.080,141.289,141.939,144.130,145.263,146.032,146.277,146.350,5.8,0.5,0.2,0.0,0.5,0.2,0.0,,0.62,S-Feb. 2014,-0.9,,0.97,S-Oct. 2014,5.7
7,Lamb and organ meats(4)(6),,301.471,302.030,310.924,315.308,304.502,318.065,311.483,315.297,319.571,321.637,324.109,329.382,327.856,301.471,302.030,310.924,315.308,304.502,318.065,311.483,315.297,319.571,321.637,324.109,329.382,327.856,8.8,0.8,1.6,-0.5,0.8,1.6,-0.5,,1.55,S-Jun. 2014,-2.1,,2.07,L-Dec. 2011,9.5
7,Lamb and mutton(4)(5)(6),,170.624,171.683,178.935,179.541,168.506,178.224,172.095,174.213,176.244,177.847,175.649,178.047,176.160,170.624,171.683,178.935,179.541,168.506,178.224,172.095,174.213,176.244,177.847,175.649,178.047,176.160,3.2,-1.2,1.4,-1.1,-1.2,1.4,-1.1,,1.95,S-Oct. 2014,-1.2,,3.91,L-Apr. 2012,10.0
6,Poultry,0.360,233.437,234.232,233.112,235.176,232.772,235.610,236.872,237.823,238.610,238.991,236.872,238.415,237.278,233.899,234.760,234.118,236.317,232.486,236.123,235.997,237.103,238.131,238.217,235.356,239.370,237.749,1.6,-0.9,0.7,-0.5,-1.2,1.7,-0.7,-0.002,0.54,S-Oct. 2014,-1.2,0.006,0.87,S-Oct. 2014,-0.1
7,Chicken(5),0.293,150.393,149.926,149.091,150.414,149.191,150.870,151.634,152.433,153.436,153.262,152.119,154.015,153.611,149.853,150.242,150.059,151.322,148.955,151.445,151.136,152.119,153.315,153.268,151.282,153.761,153.060,2.1,-0.7,1.2,-0.3,-1.3,1.6,-0.5,-0.001,0.67,S-Oct. 2014,-1.3,0.006,1.02,S-Oct. 2014,0.0
8,Fresh whole chicken(4)(6),,248.403,245.846,244.141,250.795,247.804,256.029,249.068,250.635,258.957,257.490,252.947,254.668,255.908,248.403,245.846,244.141,250.795,247.804,256.029,249.068,250.635,258.957,257.490,252.947,254.668,255.908,3.0,-1.8,0.7,0.5,-1.8,0.7,0.5,,1.51,S-Oct. 2014,-1.8,,1.76,S-Oct. 2014,2.1
8,Fresh and frozen chicken parts(4)(6),,225.068,224.433,223.667,223.990,222.045,222.804,226.183,227.531,227.316,227.128,226.149,229.756,228.645,225.068,224.433,223.667,223.990,222.045,222.804,226.183,227.531,227.316,227.128,226.149,229.756,228.645,1.6,-0.4,1.6,-0.5,-0.4,1.6,-0.5,,0.88,S-Apr. 2014,-0.9,,1.29,S-Oct. 2014,-1.1
7,Other poultry including turkey(5),0.067,151.408,156.190,155.958,157.327,154.348,156.842,157.870,157.679,156.025,158.102,155.760,152.832,150.663,155.054,156.685,155.612,156.759,154.179,156.172,156.968,156.348,155.051,156.110,154.378,157.097,154.292,-0.5,-1.5,-1.9,-1.4,-1.1,1.8,-1.8,-0.001,0.72,S-Nov. 2010,-1.8,0.000,1.55,S-Jan. 2010,-2.1
6,Fish and seafood(4),0.291,277.682,283.814,283.290,281.825,285.621,290.998,291.999,292.032,292.118,294.159,290.830,291.810,289.586,278.902,283.788,286.363,284.482,284.461,289.900,290.142,290.164,291.690,293.238,290.972,291.816,290.857,4.3,-1.1,0.3,-0.8,-0.8,0.3,-0.3,-0.001,0.52,S-Oct. 2014,-0.8,0.012,0.85,S-Oct. 2014,3.8
7,Fresh fish and seafood(4)(5),0.149,165.671,170.336,172.369,171.087,172.845,176.563,177.211,176.799,177.806,179.712,176.217,176.156,174.909,165.671,170.336,172.369,171.087,172.845,176.563,177.211,176.799,177.806,179.712,176.217,176.156,174.909,5.6,-1.9,0.0,-0.7,-1.9,0.0,-0.7,-0.001,0.82,S-Oct. 2014,-1.9,0.008,1.23,L-Sep. 2014,7.4
7,Processed fish and seafood(5),0.143,144.965,147.271,144.910,144.507,146.941,149.294,149.771,150.173,149.367,149.820,149.425,150.512,149.279,144.655,147.016,145.660,147.183,147.277,148.863,148.811,148.727,149.163,149.703,149.458,150.385,148.960,3.0,-0.3,0.7,-0.8,-0.2,0.6,-0.9,-0.001,0.64,S-Feb. 2014,-0.9,0.004,1.16,S-Oct. 2014,2.7
8,Shelf stable fish and seafood(4)(6),,198.600,200.062,197.859,195.496,199.601,199.287,200.435,200.966,198.407,199.023,201.292,203.175,201.154,198.600,200.062,197.859,195.496,199.601,199.287,200.435,200.966,198.407,199.023,201.292,203.175,201.154,1.3,1.1,0.9,-1.0,1.1,0.9,-1.0,,0.82,S-Aug. 2014,-1.3,,1.47,S-Oct. 2014,0.6
8,Frozen fish and seafood(6),,308.027,315.235,308.627,309.038,314.473,326.414,327.094,326.248,325.801,327.334,323.369,326.305,324.060,308.622,315.447,313.012,315.471,315.245,323.175,323.040,321.629,325.290,326.769,323.556,326.374,324.686,5.2,-1.2,0.9,-0.7,-1.0,0.9,-0.5,,0.79,S-Oct. 2014,-1.0,,2.28,S-Oct. 2014,4.5
5,Eggs,0.124,239.794,237.216,238.832,243.859,244.994,239.417,238.748,238.942,240.868,241.285,239.846,246.497,265.375,230.222,226.511,231.543,241.652,243.409,250.049,249.778,252.043,246.900,239.994,239.071,241.583,254.781,10.7,-0.6,2.8,7.7,-0.4,1.1,5.5,0.007,0.76,L-Nov. 2010,8.0,0.013,1.14,L-Oct. 2011,22.8
3,Dairy and related products(4),0.888,218.376,219.362,220.861,223.063,224.171,225.491,224.522,225.140,226.390,227.604,228.831,228.412,229.870,218.376,219.362,220.861,223.063,224.171,225.491,224.522,225.140,226.390,227.604,228.831,228.412,229.870,5.3,0.5,-0.2,0.6,0.5,-0.2,0.6,0.006,0.25,L-Aug. 2014,0.6,0.045,0.47,L-Oct. 2014,5.6
4,Milk(4)(5),0.279,151.661,153.015,153.782,156.514,156.950,157.656,156.369,156.505,157.170,158.336,157.507,156.874,158.192,151.661,153.015,153.782,156.514,156.950,157.656,156.369,156.505,157.170,158.336,157.507,156.874,158.192,4.3,-0.5,-0.4,0.8,-0.5,-0.4,0.8,0.002,0.37,L-Mar. 2014,1.8,0.012,0.69,S-Feb. 2014,2.6
5,Fresh whole milk(4)(6),,218.632,221.937,222.244,227.070,227.579,228.823,227.037,227.402,228.669,231.574,230.077,230.362,230.103,218.632,221.937,222.244,227.070,227.579,228.823,227.037,227.402,228.669,231.574,230.077,230.362,230.103,5.2,-0.6,0.1,-0.1,-0.6,0.1,-0.1,,0.56,S-Oct. 2014,-0.6,,1.03,S-Feb. 2014,2.4
5,Fresh milk other than whole(4)(5)(6),,154.654,155.807,156.534,159.219,159.328,159.866,159.152,159.170,159.840,160.570,159.660,158.697,161.038,154.654,155.807,156.534,159.219,159.328,159.866,159.152,159.170,159.840,160.570,159.660,158.697,161.038,4.1,-0.6,-0.6,1.5,-0.6,-0.6,1.5,,0.46,L-Mar. 2014,1.7,,0.71,L-Oct. 2014,4.7
4,Cheese and related products(4),0.285,221.310,220.996,224.223,228.749,232.229,236.282,235.496,236.281,237.822,236.941,240.003,240.046,239.549,222.487,219.560,222.970,227.629,231.214,235.836,237.603,237.049,239.036,237.476,239.224,240.373,240.823,8.2,1.3,0.0,-0.2,0.7,0.5,0.2,0.001,0.47,S-Sep. 2014,-0.7,0.022,0.88,S-Sep. 2014,6.8
4,Ice cream and related products,0.122,216.416,219.158,218.833,215.944,216.766,210.933,209.497,206.504,209.531,217.006,218.099,218.583,223.901,214.462,215.010,215.901,215.440,215.437,213.499,211.975,210.766,214.071,217.893,215.970,216.911,221.880,3.5,0.5,0.2,2.4,-0.9,0.4,2.3,0.003,0.89,L-Jan. 2013,2.4,0.004,1.19,L-May 2012,6.1
4,Other dairy and related products(5),0.202,142.295,142.493,143.080,143.033,142.258,143.937,144.124,146.231,146.344,146.001,147.450,146.850,147.541,142.386,142.844,142.531,142.396,142.474,143.783,144.287,146.117,145.640,146.071,147.989,147.641,147.635,3.7,1.0,-0.4,0.5,1.3,-0.2,0.0,0.000,0.51,L-Oct. 2014,1.3,0.007,0.80,L-Oct. 2014,3.7
3,Fruits and vegetables,1.355,288.136,292.095,292.540,292.944,294.509,298.626,295.139,293.535,291.169,293.282,297.528,293.978,297.429,287.466,286.670,289.727,292.307,294.408,297.615,296.745,296.875,294.509,294.688,297.487,295.284,296.606,3.2,1.4,-1.2,1.2,0.9,-0.7,0.4,0.006,0.37,L-Oct. 2014,0.9,0.043,0.54,L-May 2014,3.2
4,Fresh fruits and vegetables,1.057,331.492,335.580,335.824,336.350,340.113,344.766,339.602,337.124,333.942,337.574,343.738,340.876,344.932,329.131,328.032,332.080,335.242,339.473,343.656,342.639,342.766,339.354,340.056,343.771,341.189,342.406,4.1,1.8,-0.8,1.2,1.1,-0.8,0.4,0.004,0.44,L-Oct. 2014,1.1,0.042,0.67,L-May 2014,4.2
5,Fresh fruits,0.573,345.395,348.921,351.694,358.947,366.718,373.938,358.675,356.389,354.873,361.714,368.623,358.384,357.915,339.919,343.150,351.694,362.547,367.715,368.198,359.718,363.173,359.726,364.366,367.543,357.052,352.240,3.6,1.9,-2.8,-0.1,0.9,-2.9,-1.3,-0.008,0.60,L-Oct. 2014,0.9,0.020,0.94,S-Feb. 2014,1.6
6,Apples,0.084,323.923,322.629,336.685,337.646,341.063,356.433,372.547,378.009,375.370,353.742,327.909,323.326,316.514,338.701,332.101,343.335,347.397,350.696,359.637,364.548,359.099,346.611,335.686,335.312,334.087,330.953,-2.3,-7.3,-1.4,-2.1,-0.1,-0.4,-0.9,-0.001,0.94,S-Sep. 2014,-3.2,-0.002,1.68,S-Mar. 2014,-3.0
6,Bananas,0.088,201.906,202.630,202.751,202.051,202.234,201.039,202.687,201.096,201.950,202.384,202.180,203.027,200.464,203.514,201.875,200.902,200.116,200.817,200.768,201.986,200.586,203.492,202.962,202.837,205.876,202.060,-0.7,-0.1,0.4,-1.3,-0.1,1.5,-1.9,-0.002,0.73,S-Oct. 2013,-1.9,-0.001,1.11,S-Sep. 2014,-0.9
6,Citrus fruits(5),0.155,208.489,210.222,214.846,230.210,243.403,252.695,241.519,245.802,254.577,256.098,260.520,233.610,219.822,218.971,224.507,230.574,247.823,257.553,259.958,239.997,235.573,231.116,232.702,239.790,234.723,230.873,5.4,1.7,-10.3,-5.9,3.0,-2.1,-1.6,-0.003,1.31,L-Oct. 2014,3.0,0.008,2.17,S-Dec. 2013,2.8
7,"Oranges, including tangerines(6)",,427.519,428.996,438.847,459.633,466.514,488.228,480.946,504.618,521.274,526.038,537.015,480.685,443.228,453.375,471.559,487.554,514.724,516.112,515.144,475.370,468.841,454.396,461.514,479.200,478.556,470.034,3.7,2.1,-10.5,-7.8,3.8,-0.1,-1.8,,1.43,S-Aug. 2014,-3.1,,2.90,S-Sep. 2014,3.7
