7,"Crackers, bread, and cracker products(6)",,302.993,306.867,306.050,303.174,311.097,310.281,310.005,306.081,312.783,301.819,305.791,300.851,298.931,309.716,307.485,305.098,303.280,309.839,306.629,308.595,304.005,309.074,300.646,304.903,308.546,305.565,-1.3,1.3,-1.6,-0.6,1.4,1.2,-1.0,,1.25,S-Sep. 2016,-2.7,,1.50,S-Sep. 2016,-2.1
7,"Frozen and refrigerated bakery products, pies, tarts, turnovers(6)",,265.123,269.145,268.844,267.897,270.068,266.988,268.212,266.830,268.452,265.493,270.493,268.490,263.174,270.110,268.780,268.165,266.736,268.045,264.611,267.391,265.402,267.279,264.725,270.945,273.872,268.124,-0.7,1.9,-0.7,-2.0,2.3,1.1,-2.1,,0.88,S-Dec. 2012,-2.4,,1.38,S-Sep. 2016,-1.0
3,"Meats, poultry, fish, and eggs",1.755,255.298,251.783,251.290,250.837,250.839,248.989,248.016,246.875,246.547,246.642,244.770,243.633,241.612,255.792,252.513,252.304,251.506,251.178,249.853,248.131,246.575,245.513,245.122,243.446,243.242,242.284,-5.4,-0.8,-0.5,-0.8,-0.7,-0.1,-0.4,-0.007,0.22,S-Oct. 2016,-0.7,-0.101,0.38,L-Jun. 2016,-5.0
4,"Meats, poultry, and fish",1.655,251.817,250.298,249.726,250.420,251.738,250.808,250.769,249.600,249.949,249.856,248.144,246.755,244.706,253.125,251.471,251.173,251.358,252.185,251.258,250.383,248.811,248.727,248.262,246.650,246.417,245.970,-2.8,-0.7,-0.6,-0.8,-0.6,-0.1,-0.2,-0.003,0.24,S-Oct. 2016,-0.6,-0.049,0.40,L-May 2016,-2.7
5,Meats,1.046,256.932,254.215,254.262,255.276,255.100,254.104,254.264,252.562,253.514,252.282,250.377,248.228,246.064,258.104,256.020,255.556,256.142,256.296,254.897,254.188,251.805,251.960,250.269,248.175,247.614,247.162,-4.2,-0.8,-0.9,-0.9,-0.8,-0.2,-0.2,-0.002,0.27,–,–,-0.047,0.51,L-Jun. 2016,-3.9
6,Beef and veal,0.467,307.976,303.652,304.702,308.092,307.494,308.094,306.307,302.012,302.478,300.457,295.912,294.801,290.748,309.944,307.337,306.408,308.623,306.669,306.503,304.198,300.073,301.561,300.067,295.428,294.969,292.606,-5.6,-1.5,-0.4,-1.4,-1.5,-0.2,-0.8,-0.004,0.40,S-Oct. 2016,-1.5,-0.028,0.70,L-May 2016,-5.4
7,Uncooked ground beef(4),0.190,281.352,275.641,273.730,273.841,271.059,270.433,267.700,266.073,268.296,266.712,263.300,262.824,258.438,281.352,275.641,273.730,273.841,271.059,270.433,267.700,266.073,268.296,266.712,263.300,262.824,258.438,-8.1,-1.3,-0.2,-1.7,-1.3,-0.2,-1.7,-0.003,0.55,S-Jan. 2016,-2.0,-0.017,0.99,L-Dec. 2015,-5.3
7,Uncooked beef roasts(4)(5),0.063,224.408,221.825,226.865,231.849,228.866,235.560,231.525,227.712,223.755,218.556,216.087,218.119,213.412,224.408,221.825,226.865,231.849,228.866,235.560,231.525,227.712,223.755,218.556,216.087,218.119,213.412,-4.9,-1.1,0.9,-2.2,-1.1,0.9,-2.2,-0.001,0.87,S-Sep. 2016,-2.3,-0.003,1.52,L-May 2016,-3.1
7,Uncooked beef steaks(5),0.167,205.459,203.533,204.827,209.665,212.252,212.669,211.868,206.393,207.276,206.717,202.245,199.961,196.873,208.441,207.686,207.443,210.678,211.410,211.379,209.681,203.521,205.126,204.978,200.987,201.270,199.731,-4.2,-2.2,-1.1,-1.5,-1.9,0.1,-0.8,-0.001,0.70,S-Oct. 2016,-1.9,-0.007,1.31,L-Jun. 2016,-3.8
7,Uncooked other beef and veal(4)(5),0.047,232.125,230.377,232.843,231.956,230.853,226.592,231.344,231.550,229.307,228.889,227.506,227.026,230.374,232.125,230.377,232.843,231.956,230.853,226.592,231.344,231.550,229.307,228.889,227.506,227.026,230.374,-0.8,-0.6,-0.2,1.5,-0.6,-0.2,1.5,0.001,0.81,L-Jun. 2016,2.1,0.000,1.35,L-Oct. 2015,1.5
6,Pork,0.323,211.416,210.268,208.406,208.566,210.359,209.665,212.274,213.542,214.591,212.456,209.885,205.754,202.587,213.731,212.175,210.626,210.311,214.588,211.931,213.103,211.757,210.625,207.763,205.447,205.143,204.805,-4.2,-1.2,-2.0,-1.5,-1.1,-0.1,-0.2,-0.001,0.47,S-Oct. 2016,-1.1,-0.014,0.81,L-Sep. 2016,-3.6
7,"Bacon, breakfast sausage, and related products(5)",0.134,154.824,156.467,152.801,153.679,156.997,155.764,155.782,156.316,156.307,156.326,154.115,149.878,148.905,157.922,157.457,154.125,154.434,158.628,155.577,155.670,155.334,153.431,153.221,152.037,151.611,151.883,-3.8,-1.4,-2.7,-0.6,-0.8,-0.3,0.2,0.000,0.76,L-Apr. 2016,2.7,-0.005,1.18,L-Sep. 2016,-1.6
8,Bacon and related products(6),,287.262,286.999,275.945,281.999,287.903,286.378,283.373,284.678,283.764,286.278,283.330,276.043,275.491,291.535,289.229,280.397,283.653,292.338,292.560,284.243,283.900,277.628,276.846,277.104,275.421,279.590,-4.1,-1.0,-2.6,-0.2,0.1,-0.6,1.5,,0.95,L-Apr. 2016,3.1,,1.27,L-Sep. 2016,-1.7
8,Breakfast sausage and related products(5)(6),,139.974,144.608,143.988,142.291,145.254,142.901,145.880,145.460,145.556,144.896,142.264,137.243,136.036,143.015,145.320,143.661,142.694,145.290,141.387,144.399,143.870,144.532,144.682,141.721,139.709,138.992,-2.8,-1.8,-3.5,-0.9,-2.0,-1.4,-0.5,,0.94,L-Sep. 2016,0.1,,1.72,L-Oct. 2016,-2.7
7,Ham,0.059,201.479,201.281,200.865,202.653,197.623,197.023,205.605,207.125,207.932,209.063,206.389,200.084,191.459,206.733,206.436,204.949,202.353,205.350,201.015,205.790,205.655,201.921,200.561,198.346,198.321,196.452,-5.0,-1.3,-3.1,-4.3,-1.1,0.0,-0.9,-0.001,0.91,S-Oct. 2016,-1.1,-0.003,1.93,S-Oct. 2016,-5.6
8,"Ham, excluding canned(6)",,224.415,223.543,223.048,226.166,219.403,218.442,229.818,231.854,232.786,233.559,230.224,222.840,212.135,231.464,230.068,227.229,225.171,229.060,223.463,230.489,230.121,225.298,222.830,220.230,221.287,218.797,-5.5,-1.4,-3.2,-4.8,-1.2,0.5,-1.1,,1.16,S-Oct. 2016,-1.2,,1.91,S-Oct. 2016,-6.3
7,Pork chops(4),0.053,194.638,187.370,188.200,189.404,190.269,190.777,192.342,196.443,194.413,187.903,187.594,184.808,181.695,194.638,187.370,188.200,189.404,190.269,190.777,192.342,196.443,194.413,187.903,187.594,184.808,181.695,-6.6,-0.2,-1.5,-1.7,-0.2,-1.5,-1.7,-0.001,1.17,S-Sep. 2016,-3.3,-0.004,1.66,S-Feb. 2016,-6.8
7,Other pork including roasts and picnics(5),0.077,130.115,128.228,128.632,126.287,128.093,128.170,129.996,129.811,133.142,130.077,128.110,128.057,126.956,132.048,130.405,130.793,129.064,128.628,128.574,129.916,127.803,130.151,127.549,126.151,127.457,128.842,-2.4,-1.5,0.0,-0.9,-1.1,1.0,1.1,0.001,1.01,L-Aug. 2016,1.8,-0.002,1.74,L-Mar. 2015,5.4
6,Other meats,0.256,231.786,229.318,230.604,229.418,227.119,223.544,223.023,220.943,222.373,223.573,226.400,225.685,227.683,230.174,228.238,229.956,229.478,226.858,225.572,224.536,223.303,223.369,223.138,225.038,224.016,226.101,-1.8,1.3,-0.3,0.9,0.9,-0.5,0.9,0.002,0.48,L-Oct. 2016,0.9,-0.005,0.88,L-Oct. 2016,-1.8
7,Frankfurters(6),,242.799,234.021,237.704,237.895,230.280,221.048,214.588,209.533,215.418,217.035,227.683,227.664,231.580,237.658,230.651,235.539,237.629,227.572,224.375,217.349,215.674,221.082,216.535,226.163,224.496,226.677,-4.6,4.9,0.0,1.7,4.4,-0.7,1.0,,1.56,L-Oct. 2016,4.4,,2.45,L-Oct. 2016,-4.4
7,Lunchmeats(5)(6),,149.880,148.796,148.878,148.600,147.322,146.497,147.003,145.622,145.335,146.547,147.096,146.019,147.366,148.829,148.393,148.535,148.959,147.811,147.548,147.979,146.612,145.204,146.449,146.162,145.090,146.333,-1.7,0.4,-0.7,0.9,-0.2,-0.7,0.9,,0.62,L-Sep. 2016,0.9,,1.08,L-Oct. 2016,-1.1
7,Lamb and organ meats(4)(6),,324.056,324.484,327.502,324.869,334.221,327.916,331.689,333.855,329.898,334.691,335.745,330.547,324.221,324.056,324.484,327.502,324.869,334.221,327.916,331.689,333.855,329.898,334.691,335.745,330.547,324.221,0.1,0.3,-1.5,-1.9,0.3,-1.5,-1.9,,1.72,S-May 2016,-1.9,,2.53,S-Aug. 2016,-1.6
7,Lamb and mutton(4)(5)(6),,172.933,173.569,174.458,172.285,179.379,173.617,175.450,175.424,175.227,176.351,177.264,170.442,167.956,172.933,173.569,174.458,172.285,179.379,173.617,175.450,175.424,175.227,176.351,177.264,170.442,167.956,-2.9,0.5,-3.8,-1.5,0.5,-3.8,-1.5,,2.54,L-Oct. 2016,0.5,,4.22,L-Oct. 2016,-2.7
6,Poultry,0.344,232.093,231.368,231.414,230.461,232.688,232.182,231.122,230.537,230.195,231.423,231.480,230.215,228.209,233.534,231.750,232.404,230.551,232.414,232.904,230.419,229.815,229.517,231.049,230.384,230.496,229.626,-1.7,0.0,-0.5,-0.9,-0.3,0.0,-0.4,-0.001,0.63,S-Jun. 2016,-1.1,-0.006,0.83,L-Sep. 2016,-1.5
7,Chicken(4)(5),0.280,148.812,147.767,147.673,147.001,148.674,148.417,147.098,147.017,146.687,147.759,147.696,148.006,146.355,148.812,147.767,147.673,147.001,148.674,148.417,147.098,147.017,146.687,147.759,147.696,148.006,146.355,-1.7,0.0,0.2,-1.1,0.0,0.2,-1.1,-0.003,0.76,S-Dec. 2015,-1.7,-0.005,0.94,L-Sep. 2016,-1.7
8,Fresh whole chicken(4)(6),,246.745,246.030,251.408,249.143,254.822,255.590,241.600,249.136,244.443,251.463,251.006,249.394,249.173,246.745,246.030,251.408,249.143,254.822,255.590,241.600,249.136,244.443,251.463,251.006,249.394,249.173,1.0,-0.2,-0.6,-0.1,-0.2,-0.6,-0.1,,1.42,L-Sep. 2016,2.9,,1.98,L-Oct. 2016,1.5
8,Fresh and frozen chicken parts(4)(6),,221.440,219.896,217.023,217.756,218.255,217.311,219.892,216.744,217.510,217.445,217.921,218.747,215.227,221.440,219.896,217.023,217.756,218.255,217.311,219.892,216.744,217.510,217.445,217.921,218.747,215.227,-2.8,0.2,0.4,-1.6,0.2,0.4,-1.6,,0.72,S-Dec. 2015,-1.7,,1.18,L-Jun. 2016,-2.8
7,Other poultry including turkey(5),0.064,153.655,155.759,156.343,155.983,156.364,155.728,157.880,156.181,156.448,155.989,156.476,150.631,150.932,158.070,156.895,156.030,154.908,156.182,154.686,156.545,154.489,155.673,153.967,155.630,154.526,155.269,-1.8,0.3,-3.7,0.2,1.1,-0.7,0.5,0.000,0.78,L-Oct. 2016,1.1,-0.001,1.61,L-Oct. 2016,-1.4
6,Fish and seafood,0.265,279.822,282.355,277.929,279.872,286.621,285.239,285.941,286.165,284.914,287.865,284.040,285.802,284.052,281.664,282.023,280.920,282.577,284.860,283.730,284.623,285.061,284.229,286.085,285.015,285.699,285.922,1.5,-1.3,0.6,-0.6,-0.4,0.2,0.1,0.000,0.54,S-Oct. 2016,-0.4,0.004,0.84,L-Apr. 2015,1.9
7,Fresh fish and seafood(5),0.144,168.813,172.300,169.137,172.376,176.624,175.108,176.312,177.285,176.138,178.932,177.346,177.016,174.976,170.841,172.445,170.713,172.504,175.537,174.187,175.698,177.306,175.760,177.024,177.746,177.485,177.078,3.7,-0.9,-0.2,-1.2,0.4,-0.1,-0.2,0.000,0.87,S-Aug. 2016,-0.9,0.005,1.49,L-Oct. 2016,3.7
7,Processed fish and seafood(5),0.120,144.423,143.829,142.021,141.019,144.331,144.280,143.884,143.187,142.922,143.460,140.786,143.047,143.100,144.350,143.539,143.710,143.734,144.277,143.688,143.201,141.735,142.250,143.304,140.921,142.491,143.029,-0.9,-1.9,1.6,0.0,-1.7,1.1,0.4,0.000,0.53,S-Oct. 2016,-1.7,-0.001,0.95,L-Aug. 2015,-0.9
8,Shelf stable fish and seafood(4)(6),,203.689,202.177,200.474,197.817,203.909,202.532,201.298,198.203,199.613,200.819,199.072,201.572,201.114,203.689,202.177,200.474,197.817,203.909,202.532,201.298,198.203,199.613,200.819,199.072,201.572,201.114,-1.3,-0.9,1.3,-0.2,-0.9,1.3,-0.2,,0.88,S-Oct. 2016,-0.9,,1.25,S-Oct. 2016,-1.9
8,Frozen fish and seafood(6),,300.581,301.624,297.850,295.546,302.048,303.247,302.569,303.320,301.610,301.901,294.106,298.414,299.135,301.807,301.241,302.955,302.894,302.260,300.254,299.315,299.032,299.332,300.797,295.331,297.756,300.354,-0.5,-2.6,1.5,0.2,-1.8,0.8,0.9,,0.75,L-Jul. 2015,1.0,,1.70,L-Apr. 2015,2.1
5,Eggs,0.100,304.654,274.002,274.583,258.547,240.683,226.320,212.651,211.870,202.352,205.005,200.941,203.227,201.569,293.519,268.719,269.715,255.575,239.558,232.809,219.563,218.220,203.862,204.469,201.916,202.101,194.201,-33.8,-2.0,1.1,-0.8,-1.2,0.1,-3.9,-0.004,0.62,S-Aug. 2016,-6.6,-0.052,1.09,S-Oct. 2016,-35.5
3,Dairy and related products,0.814,220.848,220.869,219.732,218.131,218.315,216.122,214.815,214.605,215.506,216.693,218.183,216.773,217.929,219.610,219.064,219.123,217.983,218.779,217.549,216.969,216.144,216.044,216.353,216.931,215.737,216.707,-1.3,0.7,-0.6,0.5,0.3,-0.6,0.4,0.004,0.26,L-Apr. 2016,0.4,-0.011,0.42,L-Apr. 2015,-0.7
4,Milk(4)(5),0.232,145.728,143.629,142.243,140.446,139.270,139.036,137.661,137.123,138.747,141.801,143.134,141.600,143.403,145.728,143.629,142.243,140.446,139.270,139.036,137.661,137.123,138.747,141.801,143.134,141.600,143.403,-1.6,0.9,-1.1,1.3,0.9,-1.1,1.3,0.003,0.33,L-Sep. 2016,2.2,-0.004,0.64,L-Jan. 2015,1.1
5,Fresh whole milk(6),,209.399,209.101,204.434,201.704,201.085,200.588,199.232,197.784,200.104,204.263,206.678,205.710,206.917,205.573,206.220,204.315,202.630,202.983,204.161,202.437,199.260,200.968,203.332,204.878,202.944,203.137,-1.2,1.2,-0.5,0.6,0.8,-0.9,0.1,,0.53,L-Oct. 2016,0.8,,1.04,L-Jan. 2015,2.1
5,Fresh milk other than whole(5)(6),,149.495,146.654,146.201,144.285,142.285,142.518,140.839,140.440,141.922,144.987,146.127,143.976,146.549,147.479,145.230,146.276,144.312,143.301,144.007,142.505,141.242,142.114,144.330,145.473,143.124,144.573,-2.0,0.8,-1.5,1.8,0.8,-1.6,1.0,,0.45,L-Sep. 2016,1.6,,0.89,L-Jan. 2015,0.7
4,Cheese and related products,0.262,230.712,231.772,231.437,229.518,230.003,228.626,225.164,226.619,226.399,226.001,228.640,227.038,224.305,229.268,230.158,230.318,229.374,230.917,229.641,228.105,228.378,227.090,226.051,226.945,225.635,222.901,-2.8,1.2,-0.7,-1.2,0.4,-0.6,-1.2,-0.003,0.46,S-Aug. 2015,-1.5,-0.008,0.81,S-Sep. 2016,-3.1
4,Ice cream and related products,0.117,221.814,223.832,222.532,221.928,222.637,216.692,216.569,213.181,215.878,217.357,218.687,220.325,223.549,219.876,218.770,216.648,219.088,219.453,220.496,221.817,220.733,221.227,217.120,217.167,219.441,221.597,0.8,0.6,0.7,1.5,0.0,1.0,1.0,0.001,0.83,–,–,0.001,1.18,L-Jul. 2016,1.0
4,Other dairy and related products(4)(5),0.203,146.635,147.501,146.846,146.469,147.663,145.455,146.454,146.602,146.282,145.664,145.421,144.142,146.157,146.635,147.501,146.846,146.469,147.663,145.455,146.454,146.602,146.282,145.664,145.421,144.142,146.157,-0.3,-0.2,-0.9,1.4,-0.2,-0.9,1.4,0.003,0.57,L-Jul. 2014,1.5,-0.001,0.81,L-Apr. 2016,0.4
3,Fruits and vegetables,1.346,299.078,306.796,306.778,298.162,296.217,295.974,292.733,291.960,292.156,293.423,295.616,293.554,291.957,297.993,301.903,304.181,298.331,296.875,294.679,294.395,295.203,295.081,294.105,294.765,294.174,290.886,-2.4,0.7,-0.7,-0.5,0.2,-0.2,-1.1,-0.015,0.37,S-Mar. 2016,-1.9,-0.033,0.60,S-Mar. 2012,-3.9
4,Fresh fruits and vegetables,1.054,347.583,356.741,356.688,344.971,340.760,340.491,335.689,334.146,335.354,337.954,341.287,339.317,336.988,344.344,349.764,353.404,344.884,341.170,339.273,338.922,339.896,340.391,339.423,340.023,338.279,333.833,-3.0,1.0,-0.6,-0.7,0.2,-0.5,-1.3,-0.014,0.46,S-Mar. 2016,-2.4,-0.034,0.73,S-Jun. 2015,-3.0
5,Fresh fruits,0.576,361.760,364.494,369.011,358.784,358.469,362.841,353.238,350.918,354.578,360.406,365.551,362.293,356.987,357.151,360.903,369.295,362.932,359.209,356.699,356.554,357.966,358.391,360.305,362.100,360.340,352.437,-1.3,1.4,-0.9,-1.5,0.5,-0.5,-2.2,-0.013,0.64,S-Nov. 2014,-2.5,-0.008,1.01,S-Oct. 2015,-1.4
6,Apples,0.084,334.632,342.928,351.675,354.489,350.451,353.376,368.339,369.524,373.911,351.022,330.634,333.401,337.515,352.618,353.742,359.505,365.193,360.829,351.769,353.031,346.792,344.212,338.739,342.239,348.054,355.657,0.9,-5.8,0.8,1.2,1.0,1.7,2.2,0.002,1.11,L-Dec. 2015,2.7,0.001,2.01,S-Oct. 2015,-1.0
6,Bananas(4),0.087,201.757,200.802,198.712,200.311,197.396,197.649,199.292,198.458,196.862,200.637,199.128,198.110,198.865,201.757,200.802,198.712,200.311,197.396,197.649,199.292,198.458,196.862,200.637,199.128,198.110,198.865,-1.4,-0.8,-0.5,0.4,-0.8,-0.5,0.4,0.000,0.62,L-Sep. 2016,1.9,-0.001,0.98,S-Aug. 2016,-2.4
6,Citrus fruits(5),0.152,223.155,218.298,217.252,223.133,229.840,242.057,250.246,253.145,256.301,263.754,263.044,238.448,227.649,238.691,236.414,234.244,237.978,238.369,243.315,247.071,240.769,234.977,243.132,241.659,241.437,243.498,2.0,-0.3,-9.4,-4.5,-0.6,-0.1,0.9,0.001,1.44,L-Sep. 2016,3.5,0.003,2.67,L-Oct. 2016,2.0
